-0.035411634	0.48744658	-0.24145013	-0.14373334	0.15463986	-0.21804011	0.29642883	0.411556	-0.24696703	0.33601657	-0.21836062	0.030904168	-0.25902483	0.111673996	-0.17102464	0.4631554
0.10584262	0.5137842	-0.30985484	-0.08381262	0.008119927	-0.19973888	0.38419002	0.3955376	-0.18721564	0.10812009	-0.33417577	-0.1250402	-0.33087695	-0.18106891	0.1846743	0.39512545
0.28235382	0.48187545	-0.40870652	0.15602975	0.016163213	0.07799084	0.15296209	0.40094465	-0.28682443	-0.13712655	0.040217172	-0.23388544	-0.30295253	0.2752902	-0.23287828	0.17377028
-0.018183919	0.24950887	-0.080175266	-0.118195765	0.06059934	0.037588656	0.047793865	0.18869413	0.025741424	0.3387427	-0.1421627	0.17031008	-0.26778427	0.16793261	-0.27904245	0.39756322
0.37593392	0.3188442	-0.42986262	-0.14679618	-0.2537185	0.3241499	-0.26930135	0.17169273	0.14972997	0.30878654	-0.0310825	-0.27739888	-0.47462818	0.23966129	-0.24443808	0.24666612
0.15103242	0.49094874	-0.2048455	0.53876245	0.10501132	0.19391899	0.07260383	0.5491956	-0.37093928	-0.5403149	0.49168137	-0.3195131	0.027504329	0.48712054	-0.42810595	-0.1615107
0.055044446	0.34468722	-0.19800244	-0.14715071	0.0682274	-0.110589266	0.19886047	0.25382477	-0.18302152	0.1522618	-0.22206397	0.020176124	-0.21569188	-0.08789253	0.06758349	0.35301185
0.14671524	0.4612279	-0.28634056	-0.09538458	0.12714857	-0.08216178	0.19200979	0.37347534	-0.2626607	0.1993601	-0.24047686	-0.14730781	-0.32543802	0.0617608	-0.1378983	0.14724034
0.042266242	0.0047821184	0.020024568	-0.30614623	0.24305788	0.20232056	-0.44241834	0.09108278	-0.01849541	0.5284292	0.17804478	0.2745283	-0.30950913	0.4231563	-0.47117868	0.36433962
0.006778427	0.23260438	-0.095988415	-0.14302838	0.082873814	-0.021034505	0.013720185	0.13985193	-0.039450716	0.27793062	-0.027759995	0.16395345	-0.10305632	0.25982127	-0.26604196	0.38022485
